median_house_value,predicted
227800,239658.8456119681
149800,145268.64629503025
152300,191900.65207380505
162700,197744.1335914042
78300,100106.5742656475
355300,329017.1562773421
106300,186596.2789721816
60900,17886.55426040523
95300,105017.95694304594
353900,265854.7660705171
150500,246269.77231660357
137500,167127.72356195026
113800,183537.85203188428
328900,260443.4526702667
314200,324345.4128707851
66100,53851.53377383448
111400,93507.80927988124
203700,236601.68554580945
227800,208160.40198274364
183800,219978.32274698882
78800,146131.5815981693
175000,228055.24762558384
60000,140340.02736038264
60000,113699.43923958916
100800,203112.7417526776
272600,246860.750474515
63700,178153.98321945616
288200,289149.7561663745
89300,178125.75881289298
443300,364862.4995351618
131600,240757.26866821968
105400,44404.68374410183
70700,124108.64258842259
68100,110993.6635940293
56700,86267.64176205438
169000,222724.7137155426
92400,83441.95670099597
196200,253574.82715078234
147400,199188.7484098757
280300,349836.00246134546
334700,272950.97836709896
239900,246063.80409967384
293800,320129.1966975111
153300,195011.42740590897
350000,248989.79155470902
290900,281580.65688674024
75400,212846.39899994555
162500,144783.5037178237
170800,149402.24723661772
193100,238936.14307159855
127200,171932.31656397844
200500,245501.92670337422
458300,269463.98169492476
167400,166798.5587294074
142500,176769.74619451328
80800,203293.15490878292
117000,108943.80839491558
130800,102726.64001223427
326000,281952.7748715752
115000,124063.2166040168
50800,201975.2788320106
500001,451112.81533393724
112500,82160.52313144143
208700,222812.37466366251
95200,127487.37343032725
162500,227478.5671523383
225000,271313.52768779686
168100,260742.10875505573
72800,113051.29747760088
185500,237926.34567261956
95300,83740.41190142656
111500,139772.09028044756
159200,187521.48196046735
225000,221942.88239218923
93800,90045.55832826775
349500,285022.4905053574
162100,172063.74802962248
66600,47184.57918677751
154400,202128.874347441
164500,218013.52387545636
135600,176932.03843665007
66000,88136.16468833113
207000,262633.96999788284
217600,200426.0460369924
82000,153847.46788177066
57000,91276.0905819117
500001,486759.9829111163
82800,148713.87463258742
186200,237443.90519008893
129400,236109.637042395
174600,189789.25057164772
119000,176487.35569367497
89400,65100.6558220376
95600,125405.52208893931
288900,168328.97253074558
203800,277902.7173888778
327800,279976.847133285
217800,151100.83761085867
186000,241207.85637553135
177900,205541.23926395262
93300,92581.65549499875
256300,244300.7773316923
217500,163728.04575149302
136200,96238.65098515226
286100,273745.0864345228
103800,130543.44898090808
144300,168054.41940525942
84200,108112.09690649188
87500,58389.601168710586
276800,150349.41092127212
146800,172071.83182737968
72400,142902.68199097872
436600,369681.5572984135
474000,374668.98682820064
114300,128655.74427300964
62500,62837.656648932454
170800,225753.69643260754
100000,143997.6093812576
154200,185876.01961370427
69600,4809.174365053201
97400,108910.52005682197
80100,-9841.821445555746
200800,231670.54782101215
363600,344835.5463893262
150300,249017.9541205276
185400,168699.02119165327
53100,82393.35154134259
363100,253359.55501409428
184100,204334.65313145908
500001,292827.0980743118
132800,137720.05714895052
76500,120894.00211976246
205800,216282.48706885602
151800,189679.3326494076
110400,210093.70056789878
156300,155612.5606937904
188800,227961.45651877622
149000,190402.84075182106
145600,127166.32824476327
54400,81026.85543299752
108600,66989.60918110101
283600,242687.5818252043
153300,54125.85543311729
67900,109734.19605870613
64100,70214.68471372867
162500,185004.94882975606
300000,225620.25352667744
177400,184848.86220561806
248400,282929.433425197
54400,-14153.710153055552
116400,152034.1450743407
314900,274901.67565102153
97100,73160.78135334514
248700,196381.0380615564
457400,314624.42611844407
171000,195082.02787511895
219000,177434.89114791882
60200,112450.2369318754
156700,191219.53190145217
305800,321415.2050936937
131300,179119.9300584756
140500,211242.9430991372
174400,148767.99399373794
500001,231444.3689019836
129700,170118.10507920902
200900,252259.7267688356
174000,185342.3413295627
267100,243276.84992790426
268100,242221.39836652615
162500,160864.9417845982
155000,103258.68653822012
163500,272197.51500228734
141800,163415.74984617456
100000,150924.11988056792
103100,126268.83411298782
352800,360895.0426344025
60400,95880.27006365304
168800,156680.68712949162
434700,367196.1222421245
195300,191279.2209825476
171300,241466.85554446836
140500,211867.65452677582
120200,35100.405326067485
55000,-25825.993898855275
215700,252384.40874825235
285800,248806.28657010963
66000,109033.55799747944
290500,277992.91742972384
148300,233628.500618403
179100,235893.04642643014
500001,301282.99651118123
128600,223772.1829674262
500001,444816.7786500315
160100,142762.24785286948
241300,291917.1746723399
377200,323387.41678673116
500001,410248.7481885228
151700,119655.54960621538
196000,170654.7123188366
133900,199309.28465091225
240800,138549.03185034182
500001,335377.15271354304
154200,210869.04086923136
134600,280164.6168831621
500001,459664.2187025225
500001,441024.59869610926
107200,142476.7831507928
350900,257809.0771806298
382200,352368.5849572062
88600,106082.98373995251
179100,178585.49707762728
446600,339327.4496788569
174300,157210.76817043527
234600,244120.94610390137
252400,277875.7219498948
182500,201339.51677653383
216200,243196.38465046955
100600,140740.27058333688
122500,186978.3848211045
101500,122657.07162796165
58000,76821.47600915481
107500,167217.61388513574
125000,182931.44925605445
284900,288664.75671527244
500000,139385.83801379212
99600,156747.94217739423
92300,150697.24988004979
128400,143185.14804384735
230900,223225.01773792657
154200,178669.2120356053
224200,272993.97437242174
239300,244910.9322254171
345000,311936.71789846674
165200,255671.44331944338
147800,85679.57850274086
163000,166300.58382774564
57500,85428.87102438178
149600,188265.39885724566
153700,182840.51773401722
72300,167714.9455447687
329400,264128.7827718132
57600,72273.50264603815
210500,291764.67430315947
60900,114884.8932378642
115200,179364.28684049868
92300,178257.82904850505
253800,270990.68541519035
187200,221520.66788291183
184400,115016.49320501939
65400,72007.80119681422
274100,299651.75147306634
138000,197562.0784053819
214800,261774.21561660225
152600,192255.09458937374
67000,118909.5903891797
120100,114683.32880633709
100000,95346.8137322217
79800,100758.89162280165
166800,183015.59557731665
119500,143150.67289442214
150000,158296.95205162058
236000,216523.6519861127
163700,180713.59067868732
202300,295038.6689306362
156800,124862.65757984226
151200,160233.01194182917
218800,146748.83728099987
121200,90518.34649991214
230600,266281.1753268764
475000,232448.12317855516
253100,275299.96343405975
53800,46329.65638065757
169400,164644.57752194884
81800,61275.105937071734
137500,99370.09996110102
339700,146442.3825907628
155200,146547.53908860666
98800,6223.1128292372305
350000,250570.53976736206
123300,143409.27409463213
108500,176162.18010721268
500001,399143.0044404617
164600,180313.19380019206
57800,5638.569932234677
202800,174822.13815525465
224600,191001.8569571898
52000,61343.0683838955
106200,175681.9813711682
409600,271314.18069114344
229700,236729.6780090435
176900,187081.6707824644
163500,142510.64130523612
161200,154887.79774290632
220100,181531.99970979744
161800,160837.99524515783
249500,272757.7480609602
236100,254338.10833388014
275200,306558.5024048285
298900,297537.1456173322
280200,271303.09307784063
234600,201477.55765274924
233700,225021.59356612805
500001,210236.52376947063
159400,217203.44259275214
500001,388344.1639881042
127300,122391.33130139737
61300,111710.4238231162
214700,250830.0196283102
154200,149675.91000899096
56300,40439.361432828104
316700,153107.15975542896
170700,218128.93814626252
328100,244758.08518785535
173900,236074.29042249866
55800,64868.64639504331
54000,65587.13087049538
410000,327414.3807587236
85300,134415.53180178124
266700,177652.69507872016
245100,256679.33755905414
161400,196968.92876805775
156000,221860.89319953934
181300,181295.42285686242
129300,139801.06808066135
378100,382019.0563244131
241700,205117.01831557395
45500,60414.88097419845
216600,188974.9580634159
315500,203676.11403483915
69400,101399.84369887979
205600,161093.52627307817
183500,210265.05248758054
147700,190822.9927824147
163200,179642.97949552725
239600,297050.6761794237
55000,116095.86822891342
145200,209172.3854155569
175000,148656.82753106634
241800,224146.93071025822
396900,325701.33762429224
49300,81950.6844343812
248700,208016.43903443372
234000,292427.74114975356
266600,264825.73108659196
125400,207516.5004534996
114300,99562.84829624488
435900,360488.37622210925
350000,120995.94259651596
64000,117039.10831200058
342900,230315.6440725836
144700,251032.5092927327
130000,135181.8526783412
129500,223825.2014596592
74600,112638.34776158581
150000,153914.59819826865
130100,147905.38280137
61800,-34529.78501468098
225000,214114.92312373762
200900,218058.79545731004
161900,210042.55419972027
123700,110211.4308797657
242400,235249.17798890758
227300,201497.29693866207
325000,277463.24664088496
198400,244895.8110037769
58000,1151.0481246534619
180000,236440.59486842365
304600,282852.3456512636
84100,146007.57717442716
294800,304467.9280077468
187900,255418.641128695
218300,239902.20356090282
171400,225758.36577022023
123400,156391.35718712537
225800,268181.920753315
230900,275117.6662961928
277300,254233.5017912443
157100,160917.29436321004
169900,197196.09059061747
158200,206658.0573592217
208200,258960.43921958597
253500,247084.9698769201
205500,160803.54004814816
144700,231790.92531642472
169200,195085.93238488797
67500,46809.58526135116
170800,149246.2711645516
170800,126502.37148056383
53000,40510.85491398127
140100,142094.07093830718
110600,118455.77092339654
305000,313045.11181512894
124500,156949.58933670144
163900,193953.489679373
134400,215834.31444193277
94200,138043.72415069432
410500,316180.394419826
205100,255748.36025685997
132700,104608.78137567572
87600,197902.87420641366
500001,322276.5181439564
87900,123096.32489501892
123200,241040.42718331487
142500,229578.53324182262
500001,176071.75016243447
51500,28413.81470639942
54600,82338.60197343772
397600,279328.4887704985
165900,196059.86565622536
119400,201351.30485742638
338500,322025.1091787171
113700,150635.05007613287
321100,344418.36915869184
64500,107693.55011106406
113900,134454.64221223906
158600,61975.07245484964
55000,69956.2957517883
285400,224776.97447616185
495500,318032.2838363862
295400,235788.16016878196
240000,284589.7461203475
307000,216876.09415537884
100000,98232.10940512088
108900,223782.75812229575
195800,208269.7322862287
119300,73959.68097718731
82000,112584.76994717524
228600,269236.4020644778
199600,238746.64831254724
436700,324955.746447021
246900,184219.75926877558
130200,227479.4237497272
325000,222423.46028161806
159500,177801.02878709586
128100,190737.67381366226
450000,315045.12005987496
190300,176448.07309286232
375700,310650.2568669167
67500,80773.50614633747
313100,288883.66445375164
213000,126713.7124590386
108100,106573.09824103383
140000,92563.79530928729
341300,321760.01280714053
82500,128506.68600130184
222500,197559.9446798243
213900,290932.0353652224
184100,179408.00053376367
137100,172392.0055233153
56500,91161.32626804062
144100,217076.74019828957
89300,170960.6395995665
485300,364417.2451841739
338100,250901.71942856244
127000,223570.31411510677
154600,207182.44450961094
312200,253642.01479255196
240600,250229.40838602695
312300,270311.84929000726
191400,198778.17329044003
182100,148873.19083780702
112500,132345.90167769216
113700,116265.16190230731
148900,192968.48703849473
187200,195439.7176942803
63300,48143.31573112741
123800,145279.08899369312
118800,136257.46161206817
183100,274020.7670057123
192900,268126.0279353851
271000,222536.38742872234
65600,104198.79232812856
141700,139367.34263086694
215200,283072.6033786213
190900,257210.4431177875
500001,489508.4600652671
500001,328051.16773041955
253100,271972.1578739211
59300,100350.99037244626
91100,77199.97379997879
270000,306576.58869992243
500001,277321.42141879996
158500,207343.4582642989
105400,166982.64960958075
97100,119528.53047990668
65700,134685.67298471648
62900,79445.53341047216
116600,167145.8848986211
96500,175182.6759668987
185400,115808.90751568181
188000,205345.14294075395
71600,118256.14527191882
168500,168129.8085695171
115800,117530.38369649128
229200,228375.11145519995
142500,187719.4830409584
239900,295975.1402271617
107300,170150.03519499526
161500,176217.93215446707
119000,114045.42528650624
125400,131965.8304286179
144300,195637.9286985006
72500,122407.12100917798
122100,99589.4868850419
244500,189834.4226840348
263400,275590.07932825026
205000,167620.45263652684
218200,214493.99199001983
436400,213684.13739264497
236400,175445.38355610412
143200,131976.4950366331
112500,141683.58674798088
357800,286443.8912293415
344800,253963.04317156202
238500,163265.56923631794
500001,329838.514113613
343000,309341.0172824724
82700,174551.8153214369
213200,223984.6781815822
500001,487483.6810827458
96600,234472.98331331235
216700,146435.4298205291
188200,198202.59646431735
500001,358193.64013853995
193300,258619.24648298346
176300,179375.67707212394
161000,220398.8579703028
90000,96733.08336419515
100900,167499.9623460171
159100,160932.06669842175
485000,378254.9747367004
213200,208124.11432573484
167800,189723.63440216056
151900,264645.65027627925
53200,100563.61796079435
256300,214084.78880684468
138200,190514.25570642125
142200,269107.3831608083
500001,143432.22617351453
212800,215601.34977542466
333700,226803.98780376016
173800,112989.21900299043
171500,214659.52204117915
131100,163246.51862733616
76200,105314.18266484313
173900,151615.35936847926
204100,247673.99272448628
152500,104988.49111693841
94100,125277.20271358313
205900,210139.02400767768
74200,86740.76379412277
71100,119784.79934062876
233400,265052.22279305535
96700,139013.3278357487
300000,216550.9376659696
87800,17860.053883078086
174100,176379.19725786572
122400,175011.1414075235
162500,214376.4461570401
139200,195766.72308296087
154700,184775.28942846393
364000,257947.4323737674
175000,192459.2064352309
156900,233900.3923529962
118000,91785.82378833856
391300,287283.7005997378
92500,84588.38764279289
159500,190179.99606699252
268000,231155.75442019623
159900,174952.09471616498
263100,250905.70955756935
320900,340951.1453993575
166700,173066.2118912305
274200,241178.8414279145
177100,276653.03841345286
120700,199060.13409089058
500001,274238.03557100275
200600,227910.9390007553
346400,252060.9775252802
500001,531985.3361699734
336700,310184.33856183756
246700,224176.10818382603
104400,148559.30614802826
253800,279833.0677920786
179400,137777.30663563858
147700,159597.21930033792
89200,105877.19881684433
100000,196910.23305122374
500001,684356.7340477955
110000,202584.91233373812
82100,149059.8478041733
59200,-20871.652638752297
125000,149023.52591827261
178100,281441.69947571785
375000,134084.70206437877
371200,323578.80670468503
212800,252853.79160897486
112800,159879.44864137992
116500,164497.8193560972
233700,244132.71340662707
263900,225816.6534714108
168600,175643.74434520095
168600,142467.6832782451
134400,296036.93515637587
275000,227180.33445280482
261300,265983.20538350026
238000,206986.82328027525
70400,101783.33876195482
136600,139439.06461871974
500001,441713.30485739047
242000,266886.50916232844
245700,284059.34271538845
196000,194170.29076300017
186100,199373.7887579759
174300,198439.15721940028
252400,267619.01215694146
486800,229244.82020123609
376800,280709.2316767192
69800,159821.59750307284
500001,332038.70047052857
123400,132838.8553417932
59300,64240.659157679576
121400,99291.19465567206
191800,186564.19095716655
500001,425469.54732864455
178900,275590.7718392267
155700,237635.39143552707
202800,253744.84078512614
113800,113315.28602414187
105000,130671.08244420645
132300,152224.53847412748
233300,209322.60781955195
262100,285231.18535237253
393000,352494.7770559821
79700,169518.39678736654
320800,240948.05695251087
410400,342448.31682289793
217300,261055.8480386181
346900,280604.28594816994
260300,276971.97949229274
189900,170734.0315881602
467600,387038.04676129244
66000,60848.379290921774
138100,191787.7201324749
208300,159806.20646280347
353100,256614.89916395253
150000,203471.17466707493
500001,325341.83006794716
77100,116599.95784217767
128100,167780.50673167675
58700,42443.250865048976
101500,138473.52997909952
268800,238443.24309704395
163900,203627.70454344203
500001,283462.41360925033
168900,232532.57636389928
126500,75354.8075455243
228500,217754.78872653222
325800,237862.72219749592
261500,227547.21376125026
68100,84999.43539644922
346100,320092.0508560264
87600,111745.33210915508
361400,277276.40353534487
204200,199811.09939511938
211500,221953.16953247416
500001,466926.54697594827
480800,335931.47308135923
158800,153634.62124647503
202500,200979.39221905218
225000,166604.17832874597
153000,141204.25384296317
157700,125311.38005638403
206900,225889.18787267563
71300,177560.83316377777
160100,241449.85777620727
162500,139876.01889981749
193500,254954.54791863268
58000,44815.81360222104
500001,478558.9107052548
65500,107322.53341377291
379600,333867.28363365016
500001,265358.3845999595
57500,94041.46664932094
500001,487297.9783497817
223800,243481.624238201
198400,85723.88586677363
140400,208099.0902167883
355900,377852.03705458844
192100,222470.52657744783
213400,249997.62058097913
133300,164194.79666446266
126400,119529.92878782892
435100,298691.90911263134
345700,391014.9215541037
498700,369593.83011429256
191600,164841.21809566132
157700,216062.60884066587
133900,172910.5854068373
171200,141010.8879554083
187500,239165.7382862517
108600,143950.59247112132
187500,175431.50594636545
50000,102615.36756752351
435700,279331.4061604156
167600,258818.60888055115
176200,202488.92415566687
119000,173334.01933214284
63000,-14806.731785037366
94500,127181.93110618478
369200,261480.7977179587
235600,279991.0653333217
265000,243691.1388360833
106300,180497.79376430047
162500,164036.23595060117
352300,184284.26443569502
145800,126044.93008658185
397700,374456.6447327841
229300,283401.92899259523
500001,267642.0959959925
258400,203895.21576539462
80400,123633.15301985297
140800,106057.33982182317
151900,194425.264412992
500001,463593.1176810005
175900,229558.5923719162
166300,232877.44029150647
160200,211977.39118016785
500001,449354.65951682697
50000,65033.152643600435
159800,164878.54385882325
283300,234948.96696153717
116200,136437.5835075894
500001,431716.64911740966
191500,234803.70460702866
174000,206396.68373386914
500001,429072.8451171431
156300,281800.2415658742
84600,142418.93055854464
80700,114010.37045241806
54400,66303.28200618825
153300,2960.9372572769935
162500,174396.14371109026
212600,236896.35667220838
200000,200427.12449897916
310000,366650.44201833336
320500,285989.2478675209
66100,123309.93173472716
283300,265401.0836071048
189400,216738.2401460487
70300,117760.7749532817
142500,194481.3123487853
380000,270177.7582247475
341800,345966.28565023176
141900,216993.16309229922
84700,37778.7374543546
153100,153966.4806110522
225000,328441.44453237567
81300,93227.42346379683
79800,39808.291073309636
67800,107850.00662755246
198200,193511.58078677132
182100,249281.6280026111
54300,58425.24488554104
145600,99624.29013605803
173600,171505.97479400784
80600,167004.24697473747
225000,161685.80130059677
205300,237440.49608199968
124100,182242.91851004132
309700,275206.60483854404
57500,-23887.69474175728
225000,229068.55397153186
161300,205801.97382160765
282600,241435.83859819642
51800,51599.875259227774
170800,228639.1551470168
234600,207930.8020876593
225000,100081.96439410982
293200,224147.39639952232
137500,248632.39199344005
384400,247717.35592358824
68000,121888.68075062301
179800,212587.39266962983
81600,120676.49433173462
150300,270518.34939958306
184600,242730.7598992318
171300,174855.20640778396
86400,78434.86034597391
126500,139527.27320916168
81500,128208.63768804778
253500,277916.19732393447
192200,145535.0758137012
161400,185193.68490218787
221100,173261.46910507052
101100,128566.02658438736
296200,292187.2794852423
79200,64651.0719977445
353000,226223.31812972974
126500,158058.662844514
257700,206961.48714172342
215600,302363.97300810774
107200,120317.99254084268
187300,182150.0554466995
191700,204773.17646994707
500001,353785.01892343385
192000,162373.1093647976
212500,182936.04044571318
121700,98709.76645196063
185100,226900.28738329536
126700,213589.07342231786
170500,179434.50663598877
62100,108287.38689728419
500001,238069.48577733923
179900,230025.89964967637
163700,189367.46264279558
139200,226679.3125312479
109200,87466.47222102107
136400,152084.24734829713
277800,213294.83128731733
92500,150952.37610829406
287800,292449.1810847666
142200,186975.59539506512
218800,200677.74229159037
121500,118071.47222640508
500001,374322.18166705046
173900,209388.711602576
120700,149655.95761754792
232500,249227.38924779434
500001,366651.21984917263
76900,130875.43919918075
141300,189483.31388296484
65200,-10822.972945361726
118100,165155.52320100018
241900,272120.5727082582
444200,342764.5825107485
213800,194740.4428553139
223300,265063.54694159736
80400,73153.12318874313
131000,187345.3733805428
293000,252857.14227090354
150000,160695.31869473142
234600,225382.31386317476
170100,200091.71092277038
309100,269006.5232135623
186800,166403.78441446365
90800,126592.07459162042
204500,135195.36544661695
88900,124335.20442305489
65900,55774.17993842472
96700,86307.45452162686
166900,217524.08192530667
375000,231024.90908044457
154200,146729.01798295905
376800,233622.12781625352
178300,223615.4549418219
164100,207914.86895568564
100200,170466.0006271786
303900,263574.6539487913
370100,305487.51571579324
363800,311882.81547944574
83300,134315.4126551943
309700,275437.03276496666
82100,121087.0636752793
201800,168537.86279007923
223600,261184.38567456268
127600,196523.04432238956
194600,171387.05036283936
134700,221672.24739495176
97200,159867.94539501538
265500,221897.06858607213
311700,283810.1196242216
120800,128682.5027044122
136900,226807.1753779221
190000,182027.1794457681
275000,186143.42728017637
145800,123938.80402762059
73700,153437.52026718296
216700,138580.88294607832
178500,185527.32232007568
125000,85790.27029147904
110700,94506.39647079486
181000,262126.8493287939
248000,239559.29763688458
197900,233634.31913114156
85200,36907.041797176265
275000,72354.54490176096
244700,243086.2635941174
187600,239728.49584216316
230800,176905.85380743252
73900,122531.20847348377
217200,195916.16229053005
345800,310908.0485937292
183000,245442.90514504083
169300,167139.81810715757
204800,274944.4163665068
500001,389060.672324596
55200,60338.3195392163
254000,234523.29553816264
314800,261098.72924588324
169200,190475.96877406148
250400,235944.2596545262
87900,118650.21640602213
123800,63971.88823966043
173100,210644.4102732915
179200,205569.6048584421
171000,228317.6311445216
104200,10177.771131393602
232400,263179.4358819189
71300,191422.77090885091
120000,158567.51013864757
438500,353436.775897268
306800,256111.30188072467
181700,223754.86692554987
141400,236563.3818352106
257000,301341.62661724957
132700,152323.16411483078
86000,88450.32771761189
201300,205025.90850802427
312500,373713.4295200921
279300,194996.25677343484
132000,200160.68530882229
155500,187957.68525477868
152300,142439.39844668144
250000,268016.88453636074
55000,223108.52438876653
461200,321067.0689862898
149300,178783.89324433616
52600,125533.9183267061
219900,184186.5561939416
173300,164056.24344444042
123700,168042.21722441344
232400,233274.29058936998
63300,60695.904994802375
186200,237820.98337947714
80000,138552.85473504738
91300,91649.92522734319
153900,157724.96123856198
117800,170110.25949107265
417600,323493.917075353
139600,172120.2683174467
163400,119742.3924573372
100000,-15573.861749300399
285800,282199.9154559426
362500,224736.7176471855
281700,263043.8088674828
58800,48966.0778845954
90000,86345.7146765326
105600,191322.03371371637
50700,73220.26601687144
226900,258237.14382136095
67500,80404.63860377201
216700,225065.7778715285
138800,206688.10538354545
244200,328485.24893313
70200,135656.15648651222
196200,263489.3800565376
194500,231776.22643505066
265100,334379.978913442
147800,215138.29774203585
94400,109054.67063541978
146100,180821.8248981863
205600,117314.36014850851
100000,149581.9849362328
126700,230304.33556116666
417800,351878.7083150861
137500,195199.92540868727
155000,241118.06521619018
320900,262351.76383831055
134400,165952.0501664064
405500,312111.5480183445
128000,209758.03309676558
279400,314292.41337607166
97900,150751.0995844675
361200,335558.14186006814
500001,300772.56315444777
126600,213368.79811402096
146300,169072.48297946274
331200,381586.96677558066
207300,260643.9308896759
500001,242304.99341226977
40000,-75850.02913143155
153200,181438.21101349138
287500,204830.81264595734
500001,427455.96458063094
229100,231000.5526267729
148200,184086.5705763484
232100,236272.97745223242
401000,330942.38568561856
125000,144024.1573059017
99100,134139.4052764046
275000,314147.4225161193
254700,222206.92789760447
151400,219039.61858815313
55500,80511.02527153377
225000,234795.3288237062
212300,185459.73772362946
137500,230486.60169620623
117000,213570.57847090624
308300,348369.6448310548
157800,146225.97756185965
500001,427478.7096923602
242600,216258.36209789763
218300,290600.346336007
118600,158433.3410822561
340700,270938.2280724057
375000,292854.65076052357
55800,69055.3405076581
210900,228326.20451065092
500001,575052.8877861516
500001,330450.9506240505
126200,197791.577755352
92400,109707.61335753975
67900,158872.44953056637
215000,211338.56711802454
143400,141500.34361810354
244100,236200.81367133936
228700,274612.8922250585
204200,278177.3213095931
172800,199815.82990706008
500001,338069.7136212875
161700,273077.3832702321
281300,202510.70851536933
457800,328861.1335986054
157400,78082.55430932035
71800,138000.08951927905
320700,234228.31393640558
98800,148695.9710028628
243200,275990.2127512999
161800,172130.64090248686
86300,241241.9617426619
244400,175616.53992576874
196900,187411.3135968631
260000,186648.6617676817
89700,133114.50622594482
90600,167478.6650729803
309400,239866.29364844013
198700,210343.55188199505
91500,59266.54602662226
267100,244514.69311164774
391000,307405.98257135076
268800,157043.6865121766
86300,129549.96559546905
426500,267039.14642751694
249200,223052.91290830442
130000,162432.56486654188
136300,156335.15975926118
135600,183286.69593143248
173400,256237.76771636173
140700,216357.8287662417
112500,489550.8009175174
264200,312904.7628570488
500001,373916.74110935023
105200,199924.13097141107
440900,328136.2719332358
489000,331729.59343836
238500,200501.35286379966
173500,249828.89594480756
258300,155910.1606894112
135500,185693.24008676704
500001,665262.5580275399
179300,244441.84323189355
140400,220765.3067103384
111400,133718.1766920749
108900,136948.08512887752
228900,263037.92350532627
130100,181746.4999664134
123100,204276.1872788596
183200,222632.2379892927
443600,299936.91013292014
339000,326792.2263996884
208600,215239.85710985726
97000,127787.66096985218
380400,344222.62541286874
183700,189053.65854027844
231300,142267.53830208466
189400,191405.76352483273
500001,507358.1768694883
181800,208276.05615383058
221500,243284.10080593635
104200,165727.96658901853
257400,273702.87120641145
181300,81341.90346970216
355200,308768.43643899495
108300,158985.6623275195
94300,130202.33306289212
295600,269608.85215366795
161000,192596.26629525068
146600,272320.66389478924
375300,375703.51124282664
179200,255756.89317881546
193800,67982.04825756903
350000,117272.91182563032
244400,278717.25020110863
188300,271703.26000836643
237500,290635.13864655857
155600,140870.57939879523
48100,55239.68517672988
93800,128830.38406579362
134000,128726.87487061328
70000,155356.53608813378
230000,262370.32817476115
209200,181194.1434158485
391900,256219.59893977805
327300,190443.44324847445
159600,136494.2679247242
286900,365447.5127518522
147500,146711.35110100498
438800,302762.9985363517
355100,256663.9462581232
159200,178118.23300798552
189900,223878.97564585553
60400,31442.416261781073
382400,440723.4056502847
270600,273812.69983729767
87500,162806.91599840636
183600,197810.15404901613
144900,209201.74389926947
81300,237836.12439854495
66900,23640.18468523863
158200,214291.9892649322
500001,532085.3982020061
203600,197450.31876249565
239900,217044.88654203076
346200,269717.8249046842
148600,193605.05045028264
208300,133368.34937250978
117200,140639.9766715595
93800,89388.45406598637
162500,191883.80431735024
350500,343733.64964154613
67500,383688.97347358573
78300,65265.419769672175
315000,154301.1877275773
79000,170507.43843145392
218800,135472.67575434266
205400,302377.2381600006
337300,293636.3314083775
159700,119763.8845077779
500001,319814.5506017299
92000,132735.97932804225
274700,257903.0727641366
177900,122764.19811127687
139200,132794.12556076612
297600,232039.66948392906
196100,272941.13504082896
137500,127576.09395338791
69700,120364.11591875782
172100,228331.65002053243
92200,141808.27493744902
72200,107478.88383715879
176700,131541.44617355772
118800,98109.58996410697
72800,105009.96362694634
97400,108227.55354010416
142300,162013.36750756903
295300,268682.84876455186
253000,239142.7268338444
225000,124582.92964887743
183700,244953.7318459828
158000,168060.05191621833
168300,216907.87225116132
81300,103034.02386560758
62400,81005.75519510939
77000,195358.67022108546
275000,-64542.439359096345
168100,164624.82774265626
158500,212203.62910486362
64600,61948.61231102649
133900,200102.8236553786
165400,145693.40345994363
134600,195448.62398957007
114000,158010.6303723001
413000,351838.2309390006
269600,269781.38333978486
199100,273607.1457459367
94900,147413.7722275001
116900,182943.60745789227
147200,193831.21042893542
280800,274687.30519032746
309800,213448.59760436742
220300,211044.75315717093
97500,166157.41125004197
81900,36719.06688695589
433300,240143.21803714323
138700,146517.52941227888
217000,262839.7127416687
409700,270194.8836107643
178800,145775.25429841471
160600,219394.9881482266
160700,211729.45836551653
265100,284591.5492775634
36700,39034.84682123894
251600,232313.35790086648
174100,102767.25720076435
183600,228313.13455409932
500001,340765.8748427251
365900,402741.3068104134
157700,169716.02108843083
142800,129982.97369846371
314300,231266.15835194517
92200,109215.93489426568
285500,187127.8593333581
366300,248563.75988665514
137500,100607.74622050936
417000,315845.0543258664
62800,81664.54631708932
151500,176379.52781817247
110700,107207.50492770455
202700,214173.743737383
90500,112361.43585997648
214300,195337.32039698074
84500,94361.20791258119
181400,203055.96722217594
98800,135064.625613676
363900,296176.2487233627
357900,306372.93545099295
182000,278104.18614839046
375000,202844.81410925998
77400,133572.07466620387
235800,227798.7641755212
215400,224855.96118804897
253300,286891.59513788734
115800,184782.43026094305
302000,275387.5133166775
180700,183874.90549057542
45500,46667.49483074245
259800,265588.9810468418
353400,298771.72761696513
289300,222268.27208942478
500001,514192.73353072244
85000,92712.86333999262
202700,262240.1244481245
500001,312961.7489155744
194400,213505.7559823697
300000,276475.5060142711
49100,47454.17005004037
121100,156790.25938422204
253800,290706.3523209881
91500,164553.96723081835
50800,99704.90682210698
250000,249463.74010464738
140900,173955.68460621662
208600,207931.95048700314
135900,145947.04523664853
189800,241050.79330246968
101800,217818.1108085836
150000,157390.10113763108
102600,183262.99334939825
222600,213386.23927941546
225000,251314.52464277993
143500,209135.10716802534
63300,96530.22380735255
96100,120649.66932360368
218300,283847.20375360874
229600,231047.3381983739
214800,226757.57768867945
125500,169178.5421835727
500001,371650.54369436187
93400,144287.65593446232
196900,226214.59080140127
283200,270260.82265551016
130100,261712.95085900478
310500,273940.4329446443
225600,216229.9675959846
225000,224946.38341085697
158200,263140.0013568678
97300,165926.97064958693
186500,184440.6069593897
299200,253600.28550728093
121400,198189.1068401362
409700,253226.677325626
187500,148699.76220602507
